reviewerID,product,overall,ReviewTime,ReviewDay,ITBin,userID,itemID,TDayCat
A3G5MOHY1U635N,B001U0OQN6,4.0,2013-05-15,2954,51,855,71,1524
AOJ7QVVV2SXEL,B001U0OQN6,4.0,2013-05-24,2963,51,1231,71,1533
AJV985MKGCIQ0,B001U0OQN6,5.0,2013-05-05,2944,51,1176,71,1514
A2CZPM110DW516,B001U0OQN6,4.0,2013-05-25,2964,51,467,71,1534
A3A7Y3TSPPZU9T,B001U0OQN6,5.0,2013-04-25,2934,51,784,71,1504
A1KJDOL79GJ3JI,B001U0OQN6,5.0,2013-05-16,2955,51,186,71,1525
A2CISZ4JLKQRJA,B001U0OQN6,4.0,2013-05-05,2944,51,461,71,1514
A2QH6LESI5RTO5,B001U0OQN6,5.0,2013-05-09,2948,51,593,71,1518
A2O421DTA8J0RW,B001U0OQN6,5.0,2013-04-28,2937,51,573,71,1507
A1DNXL8BIR5R8R,B001U0OQN6,4.0,2013-05-21,2960,51,117,71,1530
A1QO88MU0PYJON,B001U0OQN6,4.0,2013-06-19,2989,52,243,71,1559
A3I2WE58OUUEXG,B001U0OQN6,5.0,2013-05-16,2955,51,876,71,1525
A2SQJPUCZNHMZE,B001U0OQN6,5.0,2013-05-05,2944,51,614,71,1514
A2ZJPDH0YP90SD,B001U0OQN6,5.0,2013-05-03,2942,51,691,71,1512
A3GVD3O9QG6I0V,B001U0OQN6,5.0,2013-04-26,2935,51,862,71,1505
A110RS7QL8Q1UX,B001U0OQN6,5.0,2013-05-10,2949,51,9,71,1519
A1AKQ1YUS4BT82,B001U0OQN6,5.0,2013-06-20,2990,52,100,71,1560
A1X8BQQGCEHQ1V,B001U0OQN6,5.0,2013-05-06,2945,51,304,71,1515
A2BQWD54CXBX6R,B001U0OQN6,4.0,2013-05-13,2952,51,456,71,1522
AN2CU1YP12J4U,B001U0OQN6,5.0,2013-08-15,3046,53,1215,71,1616
A17O9AHKHK66AI,B001U0OQN6,5.0,2013-04-25,2934,51,67,71,1504
A2E7RX6AFUDQEX,B001U0OQN6,3.0,2013-05-29,2968,52,480,71,1538
AY1I85LLDMETC,B001U0OQN6,4.0,2013-05-16,2955,51,1324,71,1525
A1E3OB6QMBKRYZ,B001U0OQN6,4.0,2013-04-28,2937,51,124,71,1507
A3KEZLJ59C1JVH,B001U0OQN6,3.0,2013-04-24,2933,51,899,71,1503
ADS99W8WMEXZ2,B001U0OQN6,5.0,2013-04-25,2934,51,1111,71,1504
A210SPRGOOG2D0,B001U0OQN6,5.0,2013-04-27,2936,51,346,71,1506
A1XEZIHQIUAOR1,B001U0OQN6,3.0,2013-06-21,2991,52,307,71,1561
A2V4P6IRCK1P70,B001U0OQN6,3.0,2013-05-16,2955,51,643,71,1525
AFFVUZEGP1FDQ,B001U0OQN6,5.0,2013-05-02,2941,51,1130,71,1511
A3K8AU6BAGN60E,B001U0OQN6,4.0,2013-04-30,2939,51,897,71,1509
A1ACM1CBGORBN1,B001U0OQN6,3.0,2013-05-13,2952,51,95,71,1522
A31DVKL8JE4XAH,B001U0OQN6,5.0,2013-05-07,2946,51,708,71,1516
A15JB2HEZ6RKGW,B001U0OQN6,4.0,2013-05-23,2962,51,50,71,1532
A1W415JP5WEAJK,B0020122ZS,5.0,2013-03-03,2881,50,288,72,1451
A2RIAXGSBP65BJ,B0020122ZS,4.0,2013-01-16,2835,49,600,72,1405
A2LAS014NSRW72,B0020122ZS,3.0,2013-03-13,2891,50,548,72,1461
A1P2XYD265YE21,B0020122ZS,5.0,2013-04-14,2923,51,229,72,1493
A1F7YU6O5RU432,B0020122ZS,5.0,2013-03-05,2883,50,137,72,1453
A1DG75OT3Y49EM,B0020122ZS,2.0,2013-02-26,2876,50,114,72,1446
A2CNGARED6OWWU,B0020122ZS,5.0,2013-02-28,2878,50,463,72,1448
AUEW0SKOB1XYF,B0020122ZS,5.0,2013-02-28,2878,50,1289,72,1448
A11OTLEDSW8ZXD,B0020122ZS,4.0,2013-03-01,2879,50,16,72,1449
AYOMAHLWRQHUG,B0020122ZS,4.0,2013-03-23,2901,50,1332,72,1471
A16EIVIBBXFAQ0,B0020122ZS,4.0,2013-03-19,2897,50,57,72,1467
A279A4Y2N1CQ26,B0020122ZS,4.0,2013-03-04,2882,50,413,72,1452
AEL6CQNQXONBX,B0020122ZS,3.0,2013-03-02,2880,50,1123,72,1450
ALNFHVS3SC4FV,B0020122ZS,5.0,2013-02-25,2875,50,1198,72,1445
A3OJX18B60PJR9,B0020122ZS,4.0,2013-03-21,2899,50,943,72,1469
A1TR1R2QKWRSRA,B0020122ZS,4.0,2013-03-08,2886,50,265,72,1456
A1A1BM6N28X9J0,B0020122ZS,5.0,2013-02-25,2875,50,92,72,1445
A1WKQ94M45D8MG,B0020122ZS,5.0,2013-04-05,2914,51,297,72,1484
AQ9JTZBF30IW0,B0020122ZS,4.0,2013-02-28,2878,50,1249,72,1448
A2OJCTT5WLB2HR,B0020122ZS,4.0,2013-02-22,2872,50,577,72,1442
A2DG63DN704LOI,B0020122ZS,4.0,2013-03-23,2901,50,473,72,1471
A3VBXQKRM7A4JR,B0020122ZS,3.0,2013-03-06,2884,50,1004,72,1454
A22PUBSSNP54L,B0020122ZS,5.0,2013-04-16,2925,51,367,72,1495
A2P739KOM4U5JB,B0020122ZS,4.0,2013-02-27,2877,50,581,72,1447
A2WB4OWBUH2VQX,B0020122ZS,4.0,2013-03-12,2890,50,657,72,1460
A16ALXKQ02SKYG,B0020122ZS,5.0,2013-03-08,2886,50,55,72,1456
A22S7D0LP8GRDH,B0020122ZS,4.0,2013-03-18,2896,50,368,72,1466
A24RCBRDXRXR0Y,B0020122ZS,5.0,2013-02-27,2877,50,387,72,1447
A215WH6RUDUCMP,B0020122ZS,5.0,2013-03-21,2899,50,347,72,1469
A1VYFEJM12ZP11,B0020122ZS,5.0,2013-03-04,2882,50,287,72,1452
A1ILWPH1GHUXE2,B0020122ZS,4.0,2013-02-27,2877,50,166,72,1447
A1WKEAS58297E5,B0020122ZS,5.0,2013-02-24,2874,50,296,72,1444
ATLO3YXU2BC16,B0020122ZS,5.0,2013-02-23,2873,50,1281,72,1443
A7RFDGVXDYQLJ,B0020122ZS,5.0,2013-02-28,2878,50,1051,72,1448
A34CSXOGVYF94S,B0020122ZS,5.0,2013-02-23,2873,50,736,72,1443
AYB4ELCS5AM8P,B0020122ZS,4.0,2013-03-08,2886,50,1327,72,1456
A1F5O1USOUOOXI,B0020122ZS,5.0,2013-02-26,2876,50,135,72,1446
A2UEB48LAWFUCW,B0020122ZS,5.0,2013-03-08,2886,50,629,72,1456
AOAOARIH72UWI,B0020122ZS,4.0,2013-03-11,2889,50,1228,72,1459
A1EVV74UQYVKRY,B0020122ZS,4.0,2013-04-24,2933,51,133,72,1503
A2VH0UT5EQFB6P,B0020122ZS,5.0,2013-02-28,2878,50,650,72,1448
ATANE2SC44592,B0020122ZS,4.0,2013-02-25,2875,50,1275,72,1445
A1UQBFCERIP7VJ,B0020122ZS,5.0,2013-03-18,2896,50,274,72,1466
A1F1A0QQP2XVH5,B0020122ZS,5.0,2013-03-18,2896,50,134,72,1466
A2DA2NJZ2RIYAB,B0020122ZS,5.0,2013-03-22,2900,50,472,72,1470
A3QBCX2QMKJ7AH,B0020122ZS,5.0,2013-03-02,2880,50,956,72,1450
A1WSQ0QRWQC7VI,B0020122ZS,4.0,2013-01-17,2836,49,298,72,1406
A1UMSB7LAW0RIR,B0020122ZS,4.0,2013-02-25,2875,50,273,72,1445
A26BDXG9KVH7SU,B0020122ZS,5.0,2013-05-15,2954,51,403,72,1524
A2S26YGSVXBCFL,B0020122ZS,5.0,2013-03-04,2882,50,609,72,1452
AGEKVD8JPZQMT,B0020122ZS,4.0,2013-02-24,2874,50,1143,72,1444
A3K8AU6BAGN60E,B0020122ZS,5.0,2013-03-05,2883,50,897,72,1453
A376OJHLE6SU9Q,B0020122ZS,5.0,2013-03-16,2894,50,756,72,1464
AHUT55E980RDR,B0020122ZS,5.0,2013-03-24,2902,50,1159,72,1472
AAA0TUKS5VBSA,B0020122ZS,4.0,2013-03-02,2880,50,1077,72,1450
A22CW0ZHY3NJH8,B0020122ZS,4.0,2013-03-22,2900,50,364,72,1470
AUV3OR951650C,B0020122ZS,5.0,2013-02-21,2871,50,1290,72,1441
A1ODOGXEYECQQ8,B0020122ZS,5.0,2013-02-27,2877,50,222,72,1447
A231LBC8EGPO5L,B0020122ZS,5.0,2013-03-01,2879,50,370,72,1449
A2ZKQC0XCIIAEM,B0020122ZS,5.0,2013-02-21,2871,50,692,72,1441
ALDAF4VVLFRHP,B0020122ZS,4.0,2013-03-06,2884,50,1191,72,1454
A3R1WFO4KIUQXZ,B0020122ZS,4.0,2013-04-03,2912,51,966,72,1482
A2TBAUW2W7J538,B0020122ZS,4.0,2013-03-18,2896,50,620,72,1466
A276OI0NHBYORX,B0020122ZS,4.0,2013-02-27,2877,50,410,72,1447
A2I5QH4F5FDKK5,B0020122ZS,5.0,2013-03-28,2906,50,522,72,1476
A1HM4GGGNKZ37B,B0020122ZS,5.0,2013-01-12,2831,49,155,72,1401
A12E0Y0J6584RT,B0020122ZS,5.0,2013-03-18,2896,50,21,72,1466
A29M09QBG9TZLP,B0020122ZS,5.0,2013-04-05,2914,51,439,72,1484
A2BZ16RKE13PKV,B0020122ZS,5.0,2013-03-19,2897,50,457,72,1467
ADYZOSTF9LZLD,B0020122ZS,4.0,2013-03-11,2889,50,1115,72,1459
A1R1BFJCMWX0Y3,B0020122ZS,2.0,2013-03-21,2899,50,246,72,1469
ALQ4USPEQ9L5N,B0020122ZS,5.0,2013-02-26,2876,50,1200,72,1446
A14EPTYN50XSZV,B0020122ZS,3.0,2013-02-28,2878,50,41,72,1448
A11I1I9QLMAM1A,B0020122ZS,5.0,2013-02-22,2872,50,12,72,1442
A1MRRMHGV3PN5W,B0020122ZS,4.0,2013-04-12,2921,51,209,72,1491
A1UINGIK3UG77D,B0020122ZS,4.0,2013-02-26,2876,50,272,72,1446
A2WW57XX2UVLM6,B0020122ZS,3.0,2013-03-20,2898,50,662,72,1468
A3K91X9X2ARDOK,B0020122ZS,5.0,2013-03-02,2880,50,898,72,1450
A16YU3GRGCD95S,B0020122ZS,4.0,2013-03-16,2894,50,61,72,1464
A1ITRGMT80D5TK,B0020122ZS,4.0,2013-02-27,2877,50,169,72,1447
ACR4HKUT808U1,B0020122ZS,5.0,2013-02-28,2878,50,1100,72,1448
A81XIM8XFKWX5,B0020122ZS,5.0,2013-03-06,2884,50,1053,72,1454
A1YJMG0QJXZLD4,B0020122ZS,4.0,2013-03-05,2883,50,317,72,1453
A357B3PUHSVQA,B0020122ZS,4.0,2013-03-10,2888,50,743,72,1458
A1DQHS7MOVYYYA,B0027CT5SC,4.0,2009-10-21,1652,28,119,73,444
A1C760KGFSRI6F,B0027CT5SC,4.0,2009-11-19,1681,29,107,73,469
A14R9XMZVJ6INB,B0027CT5SC,5.0,2009-11-19,1681,29,44,73,469
A1P2XYD265YE21,B0027CT5SC,5.0,2009-10-23,1654,29,229,73,446
ADY836HK6QSYR,B0027CT5SC,4.0,2009-11-27,1689,29,1114,73,476
A2XIOXRRYX0KZY,B0027CT5SC,4.0,2009-11-11,1673,29,676,73,463
AW3VZ5O895LRK,B0027CT5SC,1.0,2009-10-25,1656,29,1300,73,448
A1S7YQQGJPPFLG,B0027CT5SC,5.0,2009-10-22,1653,28,258,73,445
A37E6RW5BUX4U0,B0027CT5SC,2.0,2009-10-29,1660,29,759,73,452
A3U5CZ3PV82JXD,B0027CT5SC,4.0,2009-10-24,1655,29,995,73,447
A3R9X003XW0LNR,B0027CT5SC,3.0,2009-10-21,1652,28,972,73,444
A1DC1O4VX6AHPP,B0027CT5SC,3.0,2009-11-12,1674,29,112,73,464
A3IR834T7AROBT,B0027CT5SC,4.0,2009-11-09,1671,29,882,73,462
A2W4014S06NAIT,B0027CT5SC,2.0,2009-11-04,1666,29,655,73,457
A3M174IC0VXOS2,B0027CT5SC,3.0,2009-10-24,1655,29,915,73,447
A8WEXFRWX1ZHH,B0027CT5SC,2.0,2009-10-22,1653,28,1061,73,445
AQLL2R1PPR46X,B0027CT5SC,5.0,2009-11-27,1689,29,1252,73,476
AJ3K3HKR9UFVN,B0027CT5SC,5.0,2009-11-21,1683,29,1169,73,471
A3S15YGZ6W6EV2,B0027CT5SC,5.0,2009-10-22,1653,28,977,73,445
ATYUQROTHLNYV,B0027CT5SC,4.0,2009-10-29,1660,29,1285,73,452
A2WVF9ZQ068DN0,B0027CT5SC,3.0,2009-10-21,1652,28,661,73,444
A1AK356546890Q,B0027CT5SC,4.0,2009-11-14,1676,29,99,73,465
A1JFXOFDRZ9CFQ,B0027CT5SC,5.0,2010-04-22,1835,32,178,73,568
ALLHJD3KZF9KC,B0027CT5SC,3.0,2009-10-22,1653,28,1197,73,445
A1ZVMTIRYZQDL4,B0027CT5SC,3.0,2009-10-28,1659,29,337,73,451
A23TGI02RB7JC,B0027CT5SC,4.0,2009-11-27,1689,29,381,73,476
A5BJMAHZWGJ7N,B0027CT5SC,3.0,2009-10-26,1657,29,1028,73,449
A2QDOJFFLFGF18,B0027CT5SC,5.0,2009-10-22,1653,28,592,73,445
A1Z7Y2GMAP9SRY,B0027CT5SC,4.0,2009-10-31,1662,29,326,73,454
A1PW5SQLR0Z6IH,B0027CT5SC,5.0,2009-11-02,1664,29,236,73,455
A22CW0ZHY3NJH8,B0027CT5SC,4.0,2009-10-27,1658,29,364,73,450
A3HPCRD9RX351S,B0027CT5SC,5.0,2009-11-16,1678,29,871,73,467
A3FS3FJPD3RJTD,B0027CT5SC,3.0,2009-10-26,1657,29,849,73,449
A3UUTDX2WNVUS3,B0027CT5SC,3.0,2009-10-30,1661,29,999,73,453
A2F1QPIJTDWK55,B0027CT5SC,4.0,2010-08-26,1961,34,486,73,672
A1QK0XCAPHIW1L,B0027CT5SC,3.0,2009-10-23,1654,29,242,73,446
A3VZH0PWLQ9BB1,B0027CT5SC,4.0,2009-11-05,1667,29,1012,73,458
ANOBZWKE25SBY,B0027CT5SC,4.0,2009-10-29,1660,29,1223,73,452
ADZIJQN6MNRAB,B0027CT5SC,5.0,2009-10-21,1652,28,1116,73,444
A3J356L2ADK05Z,B0027CT5SC,5.0,2009-10-24,1655,29,885,73,447
A3JLOIXFM75QNV,B0027CT5SC,3.0,2009-11-08,1670,29,889,73,461
A81XIM8XFKWX5,B0027CT5SC,3.0,2009-10-23,1654,29,1053,73,446
A2CV33795L4KHH,B0027CT5TG,5.0,2009-10-24,1655,29,465,74,447
AQ8DU6XVA3USJ,B0027CT5TG,5.0,2009-10-19,1650,28,1248,74,442
A32GCOTGFJ9XC3,B0027CT5TG,4.0,2009-11-02,1664,29,717,74,455
A224KM22RQ5CD4,B0027CT5TG,4.0,2010-01-06,1729,30,360,74,497
AGHIUO1B3IF8H,B0027CT5TG,4.0,2009-10-22,1653,28,1147,74,445
AI5OS4RQQIUMJ,B0027CT5TG,4.0,2009-10-22,1653,28,1160,74,445
A2TXMYYGSZCSZ1,B0027CT5TG,4.0,2009-10-23,1654,29,625,74,446
AW5JSQCHC2ZJO,B0027CT5TG,5.0,2009-11-18,1680,29,1301,74,468
ARSQ2F9U315WG,B0027CT5TG,4.0,2009-11-07,1669,29,1264,74,460
A2OW356OMJNAVH,B0027CT5TG,5.0,2009-11-19,1681,29,579,74,469
A2CZPM110DW516,B0027CT5TG,4.0,2009-11-24,1686,29,467,74,474
A18FUHNBP90IB4,B0027CT5TG,5.0,2009-11-06,1668,29,70,74,459
A2JNW9NNS7KKVS,B0027CT5TG,4.0,2010-01-21,1744,30,535,74,500
A3R9X003XW0LNR,B0027CT5TG,4.0,2009-10-23,1654,29,972,74,446
A89ZZKNDFQH23,B0027CT5TG,3.0,2009-10-25,1656,29,1054,74,448
A2LW5AL0KQ9P1M,B0027CT5TG,1.0,2009-10-22,1653,28,550,74,445
A1DC1O4VX6AHPP,B0027CT5TG,4.0,2009-11-12,1674,29,112,74,464
A3IR834T7AROBT,B0027CT5TG,4.0,2009-11-09,1671,29,882,74,462
A2W4014S06NAIT,B0027CT5TG,5.0,2009-10-29,1660,29,655,74,452
A3IOCPLIMYDBCD,B0027CT5TG,3.0,2009-11-22,1684,29,879,74,472
A3OO4WIO4SKD55,B0027CT5TG,2.0,2009-10-26,1657,29,944,74,449
AKMEY1BSHSDG7,B0027CT5TG,5.0,2009-11-24,1686,29,1187,74,474
A2K4HN6EECBNR3,B0027CT5TG,5.0,2009-10-29,1660,29,536,74,452
A3C6CZC2JP67VK,B0027CT5TG,4.0,2009-10-21,1652,28,804,74,444
A1VXIY1511XQK2,B0027CT5TG,5.0,2009-11-03,1665,29,286,74,456
ATLO3YXU2BC16,B0027CT5TG,5.0,2010-01-01,1724,30,1281,74,496
A26EQ8U96JA92T,B0027CT5TG,4.0,2009-10-30,1661,29,405,74,453
A1M1Y5UGONAW06,B0027CT5TG,4.0,2009-10-23,1654,29,198,74,446
A2FVD05Z2FYW1P,B0027CT5TG,5.0,2009-11-19,1681,29,498,74,469
AU1SKSAF00JJH,B0027CT5TG,5.0,2009-11-03,1665,29,1288,74,456
A2KUUIJ52MWDAS,B0027CT5TG,4.0,2009-10-27,1658,29,543,74,450
A1MDDJ2XUPZZOE,B0027CT5TG,5.0,2009-10-27,1658,29,205,74,450
A22B13EJTZKCTM,B0027CT5TG,3.0,2009-10-27,1658,29,362,74,450
A3O8Z6IZ0VU3BB,B0027CT5TG,4.0,2009-11-09,1671,29,939,74,462
A1KDM0N4UCEPHA,B0027CT5TG,2.0,2009-10-21,1652,28,183,74,444
A3E3GD3TABXKU1,B0027CT5TG,5.0,2009-10-20,1651,28,823,74,443
ALLHJD3KZF9KC,B0027CT5TG,4.0,2009-10-22,1653,28,1197,74,445
A11LNY2OLQSUSV,B0027CT5TG,3.0,2011-11-14,2406,42,15,74,988
A5BJMAHZWGJ7N,B0027CT5TG,3.0,2009-10-26,1657,29,1028,74,449
A2BZ7MYTSNYMEW,B0027CT5TG,2.0,2009-10-26,1657,29,458,74,449
AM8J1UVGVYAL4,B0027CT5TG,3.0,2009-10-22,1653,28,1203,74,445
A1ONZ8JRPLBNUI,B0027CT5TG,5.0,2009-12-17,1709,29,224,74,493
AFFVUZEGP1FDQ,B0027CT5TG,3.0,2009-10-22,1653,28,1130,74,445
ASJZT7DM51QEM,B0027CT5TG,4.0,2009-10-22,1653,28,1270,74,445
AX54G5AL870Q8,B0027CT5TG,5.0,2009-10-20,1651,28,1315,74,443
ANEDXRFDZDL18,B0027CT5TG,3.0,2009-10-20,1651,28,1220,74,443
A1GNYV0RA0EQSS,B0027CT5TG,4.0,2009-11-24,1686,29,146,74,474
A31DVKL8JE4XAH,B0027CT5TG,3.0,2009-10-22,1653,28,708,74,445
AXVKMYWNIHK7W,B0027CT5TG,5.0,2009-10-19,1650,28,1323,74,442
ADZIJQN6MNRAB,B0027CT5TG,5.0,2009-10-21,1652,28,1116,74,444
A1IA0O3OYQO9LV,B0027CT5TG,5.0,2009-10-24,1655,29,161,74,447
A3JLOIXFM75QNV,B0027CT5TG,3.0,2009-11-08,1670,29,889,74,461
AYPIF2S8P3RZT,B0027CT5TG,4.0,2009-10-29,1660,29,1333,74,452
A3EOVXI1VZIHUQ,B0027CT5TG,5.0,2009-11-19,1681,29,832,74,469
A2E1EFNIZL2FVA,B0027CT5VO,5.0,2010-01-06,1729,30,478,75,497
A1DQHS7MOVYYYA,B0027CT5VO,4.0,2009-11-04,1666,29,119,75,457
A2CV33795L4KHH,B0027CT5VO,5.0,2011-02-14,2133,37,465,75,788
AQ8DU6XVA3USJ,B0027CT5VO,5.0,2009-10-19,1650,28,1248,75,442
A1P2XYD265YE21,B0027CT5VO,5.0,2009-10-23,1654,29,229,75,446
A1ZGXZW37JEZWH,B0027CT5VO,4.0,2009-10-20,1651,28,329,75,443
AYB8XLKTYMTTX,B0027CT5VO,4.0,2009-10-21,1652,28,1328,75,444
A2OW356OMJNAVH,B0027CT5VO,5.0,2009-11-19,1681,29,579,75,469
A1IHK8GL1ESOND,B0027CT5VO,5.0,2009-11-24,1686,29,164,75,474
A25C2M3QF9G7OQ,B0027CT5VO,5.0,2009-10-30,1661,29,396,75,453
A89ZZKNDFQH23,B0027CT5VO,3.0,2009-10-25,1656,29,1054,75,448
A2LW5AL0KQ9P1M,B0027CT5VO,1.0,2009-10-22,1653,28,550,75,445
A100WO06OQR8BQ,B0027CT5VO,5.0,2009-10-30,1661,29,0,75,453
AO96PLO6E3MJC,B0027CT5VO,5.0,2009-10-24,1655,29,1227,75,447
AKMEY1BSHSDG7,B0027CT5VO,4.0,2009-10-29,1660,29,1187,75,452
A3C6CZC2JP67VK,B0027CT5VO,4.0,2009-10-21,1652,28,804,75,444
A1FHWJ7EFO3E3U,B0027CT5VO,3.0,2009-11-15,1677,29,140,75,466
A26EQ8U96JA92T,B0027CT5VO,4.0,2009-10-30,1661,29,405,75,453
A3DZFEICHK5LF2,B0027CT5VO,4.0,2009-11-28,1690,29,821,75,477
A34W7QA4J5UTOR,B0027CT5VO,5.0,2009-11-12,1674,29,741,75,464
AX7QMRXX81L9K,B0027CT5VO,4.0,2009-11-14,1676,29,1316,75,465
ATYUQROTHLNYV,B0027CT5VO,4.0,2009-10-29,1660,29,1285,75,452
AJ6H9ZV7TJUUT,B0027CT5VO,5.0,2009-10-27,1658,29,1171,75,450
A35Q0RBM3YNQNF,B0027CT5VO,4.0,2009-10-29,1660,29,751,75,452
AVJJ2D4G5I0Z4,B0027CT5VO,4.0,2009-11-12,1674,29,1296,75,464
AM8J1UVGVYAL4,B0027CT5VO,4.0,2009-10-23,1654,29,1203,75,446
A13M9XSQ4O6NLY,B0027CT5VO,4.0,2009-10-24,1655,29,28,75,447
A2QDOJFFLFGF18,B0027CT5VO,4.0,2009-10-22,1653,28,592,75,445
A2MO9URO4526Q2,B0027CT5VO,4.0,2009-11-20,1682,29,562,75,470
A1ODOGXEYECQQ8,B0027CT5VO,5.0,2009-11-02,1664,29,222,75,455
A199FRO0YFMGED,B0027CT5VO,4.0,2010-01-28,1751,30,80,75,502
A3FBM0RMCMAABV,B0027CT5VO,5.0,2009-11-19,1681,29,842,75,469
ABNMD6670TV53,B0027CT5VO,4.0,2009-12-17,1709,29,1091,75,493
A3G007LQX6KGOD,B0027CT5VO,5.0,2009-11-18,1680,29,854,75,468
APDPA11IZPYLN,B0027CT5VO,3.0,2009-11-08,1670,29,1240,75,461
A2OWR5G2OAQF7C,B0027CT5VO,4.0,2009-10-30,1661,29,580,75,453
A58F10T4OE58C,B0027CT5VO,4.0,2009-10-28,1659,29,1025,75,451
A335GUD1YBS31U,B0027CT5VO,3.0,2010-02-27,1781,31,724,75,526
A26BU3ZU0R5IPF,B0027CT5VO,5.0,2009-11-18,1680,29,404,75,468
A3EX36SNRYD5VL,B0027CT5VO,4.0,2009-11-24,1686,29,836,75,474
AE88D7OM7YU99,B0027CT5VO,4.0,2009-10-28,1659,29,1119,75,451
A2YQ2ZI65F37N8,B0027CT5VO,5.0,2009-10-22,1653,28,687,75,445
A11BCJJG91KVOY,B0027CT5VO,1.0,2009-10-19,1650,28,10,75,442
A25B8W9VSY0C5Y,B0027CT5VO,5.0,2009-12-22,1714,30,395,75,494
A2B8GXSCB1R05T,B0027CT5VO,5.0,2009-11-12,1674,29,450,75,464
A3EOVXI1VZIHUQ,B0027CT5VO,5.0,2009-12-22,1714,30,832,75,494
A1DQHS7MOVYYYA,B0028K3J6W,3.0,2009-06-27,1536,26,119,76,392
A1HRYC60VTMYC0,B0028K3J6W,4.0,2009-07-06,1545,27,156,76,401
A3FBMSWBJ202SF,B0028K3J6W,5.0,2009-06-24,1533,26,843,76,389
ATN4J5VS8Q0YM,B0028K3J6W,4.0,2009-09-24,1625,28,1282,76,438
ADY836HK6QSYR,B0028K3J6W,4.0,2009-09-17,1618,28,1114,76,434
AYB8XLKTYMTTX,B0028K3J6W,5.0,2009-07-15,1554,27,1328,76,409
AHN86VFJIJ2JP,B0028K3J6W,3.0,2009-08-12,1582,27,1156,76,422
A2K89R0B20LYHB,B0028K3J6W,4.0,2009-07-30,1569,27,538,76,418
A2JNW9NNS7KKVS,B0028K3J6W,3.0,2009-07-16,1555,27,535,76,410
A1KEK09ZA6J9P8,B0028K3J6W,3.0,2009-06-26,1535,26,184,76,391
A2RQOO8VYAEZZG,B0028K3J6W,4.0,2009-08-12,1582,27,604,76,422
A1X2LENOF84LCQ,B0028K3J6W,3.0,2009-07-17,1556,27,301,76,411
A1EE6LQS3OPY6R,B0028K3J6W,4.0,2009-06-25,1534,26,127,76,390
A3IR834T7AROBT,B0028K3J6W,3.0,2009-07-13,1552,27,882,76,407
A2PATWWZAXHQYA,B0028K3J6W,5.0,2010-11-12,2039,35,582,76,723
AVU1ILDDYW301,B0028K3J6W,4.0,2009-07-29,1568,27,1298,76,417
AO96PLO6E3MJC,B0028K3J6W,4.0,2009-06-24,1533,26,1227,76,389
A3IOCPLIMYDBCD,B0028K3J6W,5.0,2009-07-12,1551,27,879,76,406
A26MBVPPXZN1YM,B0028K3J6W,3.0,2009-07-09,1548,27,407,76,404
A3H7ADUP07D93H,B0028K3J6W,2.0,2010-08-05,1940,34,863,76,655
A26EQ8U96JA92T,B0028K3J6W,3.0,2009-06-29,1538,26,405,76,394
A1FWFCJU2G7TRA,B0028K3J6W,5.0,2009-09-02,1603,28,144,76,427
AWPN47SSWK1JV,B0028K3J6W,5.0,2009-07-16,1555,27,1309,76,410
A23WE733QT4WGJ,B0028K3J6W,5.0,2009-07-16,1555,27,382,76,410
A3O8Z6IZ0VU3BB,B0028K3J6W,5.0,2009-07-19,1558,27,939,76,413
ATYUQROTHLNYV,B0028K3J6W,4.0,2009-07-11,1550,27,1285,76,405
AWPODHOB4GFWL,B0028K3J6W,3.0,2009-06-26,1535,26,1310,76,391
A3QEIVO8AB3YMU,B0028K3J6W,5.0,2009-06-26,1535,26,960,76,391
AEWYUPCNDV7HY,B0028K3J6W,4.0,2009-07-14,1553,27,1126,76,408
AG71XMQGQ2UTJ,B0028K3J6W,4.0,2009-06-24,1533,26,1140,76,389
A25C5MVVCIYT5D,B0028K3J6W,4.0,2009-06-30,1539,26,397,76,395
A1Q7A78VSQ5GQ4,B0028K3J6W,5.0,2009-07-16,1555,27,240,76,410
A3K3SE4RK846WO,B0028K3J6W,5.0,2009-07-14,1553,27,896,76,408
A26LD9FQHTM8ZH,B0028K3J6W,5.0,2009-07-12,1551,27,406,76,406
ASJZT7DM51QEM,B0028K3J6W,4.0,2009-06-25,1534,26,1270,76,390
A2MSQNPTNAAGL1,B0028K3J6W,2.0,2009-07-03,1542,27,564,76,398
A12E0Y0J6584RT,B0028K3J6W,5.0,2009-07-23,1562,27,21,76,416
A1R1BFJCMWX0Y3,B0028K3J6W,1.0,2009-07-16,1555,27,246,76,410
A3M6TSEV71537G,B0028K3J6W,4.0,2009-06-25,1534,26,919,76,390
A28N2AWOVO2PB,B0028K3J6W,5.0,2009-07-16,1555,27,430,76,410
AS44QEHT3KSPK,B0028K3J6W,3.0,2009-07-13,1552,27,1267,76,407
A2QR043WBXXX6L,B0028K3J6W,5.0,2009-07-23,1562,27,595,76,416
A23O8T3LNL9YY8,B0028K3J6W,4.0,2009-06-27,1536,26,377,76,392
A3CG93783LP0FO,B0028K3J6W,2.0,2010-08-12,1947,34,807,76,660
A2E1EFNIZL2FVA,B0028K3J8K,5.0,2009-10-23,1654,29,478,77,446
A2V9DTXTQ5YIMK,B0028K3J8K,4.0,2009-06-11,1520,26,648,77,378
A3AYSYSLHU26U9,B0028K3J8K,5.0,2010-08-10,1945,34,795,77,658
